photo_id,business_id,caption,label
fwpSSptqITNOjdxr47eydw,f8ss-XDpkdwwbQf0-V6JCA,,food
Gbw9P3sYjptOq8nblY-r5w,SZU9c8V2GuREDN5KgyHFJw,shrimp and scallop pasta,food
lSIYvlZV93F4ECrej9bazg,yPHi8IA03KcKpqZ9yFE3jg,,food
SKwCRGH5UvX0OZgufUYE0A,L3QX19EWlkS-clS68Boydg,,inside
8CrSKuUfrx6AIGTCnNjaYA,ddJjWQhRoBW5jK_TiWTMKw,,outside
M5ZVeEw3Jj3UgUqWzuzsGw,T_HJvjWYGBtZWmRPzNJeBw,Bloody Mary,drink
iq33zVKGg203fxg2BIo-Jg,VYkEik6T-yVY-jRK28mF3A,Fresh Bread  Mozzarella Garlic Bread,food
7DYVYqw5Pr55kkTXaPRmDw,YV83252nBml7BmQLdAniYg,,inside
JRTxjgccnkKtfKoBGZZ4oA,i_FWONQD1ZBqrNE2b-M5Ug,,inside
8shqfekYbaNeVn4yFRE_Pg,Vc-hDuD19_eeJ8ULZmLSCw,,food
GSnxUqgapsWFE5gM7LdYrg,sKDqswbR_bwxLueSOHqqNA,,inside
DEtQGFTivdVEYDaQNjQgPg,bZcW_CPll-WaAgciSLPyrA,Bake it good!,inside
T6HY-6m_xLOb1yq0IMsPnw,rAytSQU5RQHvXe1Wl_j37w,Free water!,drink
c31AclylcARQ5f0zcENU7Q,kBgiy6ulQRiATWFPZjTPKA,,outside
J-5HU9QpYtGG8RYZQKUtTg,czMJC9pUOMuxse5cEh_lbQ,,food
UgPUx8Zp8VpVsG0HnC4FoA,P9xNwbMStRsHsVc6K5PDpg,Ham & Cheese crepe,food
Nd39J5F3aQvfM_wE2NSLNg,5rryuz2myZJI0EfWtrTMxw,,inside
6KhSUdButtsRUfTTifLOGw,EpFFiPHKx9yP-WqOCuxRCw,,outside
h8jSBFUoGZ34pcL3qrPo2A,J3Jnm1G1h6tBxsgjU9fqxQ,,food
nsPLeDpSMBQnd1Jlx4FnbQ,Sf9E4E8yo8actSXHFvrZbQ,,inside
38AXmEg6GQiyODH3gvd3FQ,oBNrLz4EDhiscSlbOl8uAw,Stuffed French Toast,food
o8-naMFmptDXcqVYIMu-3A,04l8PYcuYQeEkEhJCbhtOA,,food
b1j4D3loZdkh51yfznGpTQ,vFpbUcVAXxrSz5mFIzKbyw,,food
S8zu942AxId97EsFJ-8wRQ,4-y4Jj8hNuVIFktoYnm3-Q,Garlic Knots...yum!,food
R5dBeQWFxxmWDwszfUaX_w,nWyACfz6EBYKRu_MwOdEyA,,inside
E234yizFai5JxN28xh-UFA,4g7S9YHPBdqQpDg4SejQaw,pepper steak,food
X9llwvzSQjvA3kL5XOSL9g,KX4MseOnBKE3pSsJjXHd-w,,food
peahEYHnT1vSewo0xn-n6g,pIjYZSGPqorSL77I4MaWvg,,food
mZXER9EUpROOn70wYnAxRQ,gPAKtm8HwBfKTK6LkA1Izg,,outside
QK-aC7xRSdAUF0ZTqG9q0Q,tzoJhex7zITnyR8t156miw,Eggs and Potatoes,food
TXFAo1TYZWn_FkX7VRd5yw,Ktw3a8hXOKL00UCk_1nSEQ,,food
h-lJJ5F2wxhy3oN-Jg6hPA,j_m8zce-jSRQn5JmC633GQ,Test pilot,drink
sQ25VJ-jvo124RHbDZ7qlw,B_q2xoAgTyn6U4YNEc3kSw,,inside
QaPOy12FXRWjARMK7j8oCQ,QzwtJd7pF9fBY8WHVQfKfw,Front: Spinach Artichoke Dip,food
pexjsdqV3ohcRFQm_BtppQ,Cbktlvci_z4HwdqPUW-5cg,Red Beans & Rice,food
oxcquomSg2W49CKQ7xgE8g,PQ0QbT5I6V8JvOm0NRFlFw,Banh Mi - Vietnamese Specialty,food
VTyaMr9bytjmlY53BlJ4sw,931Xzzxb0zOMj_6jgPJerQ,Big Bad Breakfast + Biscuit,food
gFYAbZiklyHlN7oFZ_VKpw,uMyf6tfLnTSpi2LdB-R84g,Black Bean Burger,food
uIpEqCgAELDj6TAnHdMseg,68ThEdiK0eWCEgGEmV9Tng,Green Tea Waffles,food
9rBNJHz4iu9rqq_ycm2cpg,g5W4j6-NcwVeOwQyMYUi6Q,,drink
w2fN_C6SbGE5kbvWCmmCOQ,4tkJsi6j-HcEeePbpmXhcg,,food
xO9v_5JogFljFk0gfKMWAA,aFUTUmXyguH9oHRGDOicog,Yummy roll,food
rUiYCaBsuJ501ET_mMKAjw,teFjQxUqT8c-yxQdoILDVQ,Hongo Taco no cheese please!,food
w4_44P46tejOQDOpNr9kQQ,G2oWC7vWPTiTZt--0bUMzA,,food
j5S4MtRIKqhJF6B8GIyvig,NDzQFHW671hbB-aArOy12A,Chicken Boti,food
AzwBJE9bSr1fB-g4HUiafg,yPHi8IA03KcKpqZ9yFE3jg,Jerk chicken & jerk pork,food
uLSe3OfOBjH2M-L0OGpkZA,DgHvnFUixhsg15WJlkzcBQ,,food
JGEPCCiz2e7hfIwpb8bXAg,T_GeXNYY_zO0WpJzBxQj4w,cooked to perfection!,food
PkiJ13tspznzEWOfSzFt7w,AEgMDoFmikKJv3wYYKlseA,,inside
2LGdGkUZ-yrEuNuRVON6bQ,b6_HDIygAfbG9SZWbZMD_g,,food
JhdnvxlDM2hUcrFSmTAxDQ,H6qwTMghkuxOoOHEheYo-g,,food
ELGOmjUIE9ct9v4ZUEHAug,HKS-63JzfR0DMNVLBuokYw,,inside
kE2y7DnNv5bz1bIuagDuRg,q9Pupuw6Z2b8WaYK-MGt4g,"Moroccan Chicken Sandwhich, Avocado Smash, Bacon & Egg Roll, Bluestone Lane Rainbow Bowl   Everything was so tasty! :D",food
5l4z4-OeLUoBQUltrlR3Sg,Jg9kkOl4sx2AXJVohbpSiw,,inside
QlUEu1jOBN7wh-bsLTvl1A,fJ6AA9S7SEq3sim_3Sim3g,Fancy drinks. The cola is made locally!,drink
ZAssO4F0Nui1uAtzdmWbpQ,mzFIAmpX1Ef83Djqs19vZQ,Well damn that was good. Spring Roll + Burrito = SPURRITO!,food
GIJMJckUvhZ5wD-CbOGVUw,RmShOF-8MxNjlXATWs_2Dg,,food
ZLNCdYwHnw1XRLbFz-9e2w,TunmRrfZb7bt53T6HJi4UQ,Walnut Theatre Roll. The pepper jack and pesto is so unique for sushi but works so well!,food
9jegK50JeB-QvUXj9E7w1A,aI3B47Y_AUYFP5K5JAYrlA,Polices Society's ambience is warm and interesting,inside
GjdhQsOQ_Jv4XgWdkZFYtg,HNMN7NhEvA64Z0FDEA2Twg,Diners,inside
QdInVLUJ6uWQ8cRrgToXiA,RQAF6a0akMiot5lZZnMNNw,"Peppers, onions and cheese",food
NnI1jNuCK19nUSZPB4A_qw,3XgqYM0uD16T71ZjnEX9KA,,food
LWZTLBvSBFm6F3M9kagjtA,LkasU7-347mpSm3erAQHyA,,drink
A-1znPuhxSNWQARiGPo02g,2mkBNO0XdithuGir_qO6Ag,Side order of sweet plantains,food
WhQT0ZXL4QIqSmMxi2CUpg,pVwMHUYFMuwmRe6M--ZzwA,Outdoor covered patio.,inside
_kzRa-uv5t2GVP2QLwMwwg,GXFMD0Z4jEVZBCsbPf4CTQ,My entry into DAMN HOT wing,food
drbTdZn3pLFRkVo18FOwtA,4SneIG3-02kRCgQx-hu51Q,,drink
nRrrZhH_wcPTHTsBvEbUBg,LTyQL15LCWxxKLfWn2hXRw,,food
3APNoYkQJI7EX5ZzcYP0tA,PkeGb4MKT2nBi_6w73pa6w,Interior,inside
fYjzLDlCFYm6ZojYQcfKig,jxEMFqwDJXjCxmcm5t5jVQ,Chicken cheesesteak hoagie,food
ghxV-z5O1HQ_o6LL-Nc28g,zXgSqLVumgxM_e5OgWfUTw,TRON - hard table!,inside
xqoHNjPRPnCyhG0ueJCg1g,Mr7Aov2n7wPCpwaUxk8lCw,,inside
vo67Zflbex9vTEiOkr8rcQ,ecI3FBTM0f99Fnml3kNKfg,Shrimp Arnaud,food
MdfEIMXh3cLKRhbws4sKqw,xlMQBBt9wrtahdqiRDcVSg,Hot chicken sandwich,food
AQbqsLjLFicvyUvxfOY2Bg,9h0i4lVC5eCVhRTanWsEAg,,food
EQbev9NX55VSkgtONuTrZA,fQknpOKcW_JtfE6oIoGkKg,"Salmon, tuna, every topping, gochujang and another sauce for a combo that was savory and spicy.",food
imj2uGkG3qfk7bxR_hOqRg,2PeuTPjcC5jEyrMt9o-w7w,,food
Y3SfsQ4SstLNJ4nzaPIfDg,zYyVEC0IF86xSHF3GFmvkg,Spinach Pakora,food
D0NEtkMUhykUD8FkgIREHw,2px6TBM430hX0T49rm95yQ,,food
GUARY6s7qThQA0xmB_vPPw,Wr2k0Vz8RbcumYulp-jIrA,,inside
srlThyNt9xbkybKMueoWNw,-1PG6k_iezwJmRZLB7f6og,,inside
ARcDy33sjXfQdjU3V1q_aw,Su_KoRa64akK19myzyK3xA,caprese salad,food
Dh7i3BxSF4g3bH8AWt0O_Q,ZVjNax0O1qixmtZJ11jpkg,"Will BYOB, opening night, 24 August 2012",inside
2vrGAINwWNKVuwbQT7Bw9Q,Gr6nYrQ_-3p4LcE4M84lTw,,inside
FQf3Uv5Cs-gYI_rQHM16Ng,JODu4xqBU80zZ9mKKWrbYg,Allium Soup,food
E1nfez8YxXipyT_0PcIUpA,mlrzM-jUkKot28XJhScuuA,Shwarma Fries,food
h0vyhUviEeot95LSypgUag,pqF3WkYktbR28uk2PSR7Rg,Happy hour deals until 9,inside
t-DZn1-hMxE5sDIXVPtaVA,0EPYrxeMLh2G63HLMIgRHg,Taco - Chipotle BBQ Chicken,food
iaAY9j9PIJJCzDQFR7Sr2w,Zi-F-YvyVOK0k5QD7lrLOg,,inside
Egtwd93QG-eO6JHrH3trSA,mEudf3Z2rKw-DoEbsImUCQ,Irish 31 Shrimp Po' Boy,food
xjEOIHMeFbqR_mWHB9olVw,Thksu3pRk_QKFmKYa23mow,,inside
KX7YWIjz5xJeI6aNbGqw9w,AzJxYiN1OmEphaCPMP2wWA,Our favorite garlic pepper porkchop,food
BVJxeYMwnaimDyAap72R4g,IDtLPgUrqorrpqSLdfMhZQ,,food
KlFvtBgYwOxDu9l8bCBJeQ,F0XiRcSbcLF4GwA2A2TDKQ,Modelo especial ($5.00),drink
GYTOlktihjNxk_Q_rSI5yg,omeX3sbIEnyijtFRPBauXg,The front counter inside Cafe Santa Rosa.,inside
-qQX0F5WUw3OWveHDKiHZg,XJ1KN2kQGBIo8h1nWvZNzw,,outside
XJc28kL_DxPnesksOaLyFg,bOy_tyFCmdsHv_yL_xkNRg,,inside
FnesVfwE7p2oXMTmVXYWaQ,qBwOLby0sOJd3QG1o76W2w,Seafood Bhel,food
S-qEiNntvu-zPymyeIw4Wg,Ak34oJ8zxN8Av7dxS9T8IQ,Salad bar - lunch/dinner,inside
cofZa8XiWjnbIc80wjHLgA,cSHp3ncOeVuIRNHqxf-7kQ,,drink
N5TetuO54qk1DzfPeRC_GA,ow7hDGkfVJH65nniXH1a0g,"Had an awesome dinner at the Treehouse. So many delicious choices. Had the mushroom hushpuppies, warm olives, home fries...",food
ATOhHc92_eWmVOj45RL13w,Zx-dx9e4Hp-mpDV1JbhEwg,Plate 1.,food
wnUjPbPd8EFXD5OUjzBgXA,UCMSWPqzXjd7QHq7v8PJjQ,Pastry Shop,inside
qkrSQlBQxnuPI8N4ixONcw,slO-qEE0z8-BLRTvMYW6HA,,food
k9t8Ekdv4Nj7FNxIgDlzoA,Z1AvotRJiFLtMkrP6sQxSA,Vodka aisle - vidka angels are singing I hear them lol,inside
5wKFu436bKx4UwAjAt-NAg,IL-wbqkMgqVGr9mxve3s1w,,food
ZGKZ2FEj_pNBGxP2bv1HnQ,eDtbQ3lwbFopnS7kYt7mzg,Beautiful design!!,inside
vcb-5-Vddsa6BhiiHcy_VA,8zJYnVNKD7XUHaKFMMREBg,El santo,food
44RjUBBOBhD9qYIJRKncMQ,mbzW1gqMXxy5hDkB3h2tmg,Bitesize Fruit Tart  :),food
fffIc-4ErrWBnaQTKx_ZFA,6YVES8bcHezqAmzexU2kFw,,food
KaSW1s9ymWrs5fJDQzaMCA,lItMh_MFnh9Bf2m1m9wN-g,,food
mSLbCNgVyf0ZzSZRXHk8Dw,2H27tAaTNGaq3gYuG3HV5A,,food
s1LIm9Bk-3BtJxYCc49i0g,2zSQu6_cLgWAVbZ2LbSLBA,,food
yTe1M37i3icOb9hL3w8qsg,6wqxuBt2InDipRuUj8BNuQ,,inside
IASiP7woUHolmctXfcXgjQ,-9NmUeTphyS9Lq1o9MACGw,,inside
TCY7WvNwX4dNtldAsIuSyQ,dOOvB4HW-b0mWDpcvY5h-g,Brussels (HIGHLY RECOMMEND),food
4_a_YxMdPH-zUoSg80FFww,j8JOZvfeHEfUWq3gEz6ABQ,French,food
Am9mgT-LMrn1tWpUiGxqGA,WdQuggXokCWfYhGylPYhIg,City Diner,food
QCH_A5zUb4cOGt2FjZNNHQ,QAlWB_JXJNQyg-kqAK_Ciw,,inside
glivz1m73QYyFJEUjpkU9w,PVRs2-0uQYqfdhoCidwA_w,"Basil chicken, not bad.",food
KFY2Yd8GxEj-2qfdNN4RsQ,OJpwmYvsZnXt62sxco3F0Q,Clear pic of the cool fishy!,inside
lbZ2H4n6tLiKvIQW0j-LZA,WXtEqHTe5VsAYc6Bkv0akg,Bar and seating,inside
vqwjJOX9p8OUr0Knq-npfQ,HPqTJ_yF2ZJw87yHWnSzSg,Harp player taking a break,inside
DrIJmfTUnCfkMGZ7vklgmQ,kL98j83h3QFUoSBBevCHOw,,food
YQTSIDZupMmzzP_1jGYDVw,BSArML9g8DF8ZinTwfZ6Vg,,outside
kXjmuwhg5yfDYFadRaK1ow,f7Uq0U8iZV0nn9qFVBFWcQ,,inside
CSHsS5BPNLSOz5IDe1wulw,y2qxMrw8C40NJGzRw_nGPg,Andrew said it's the best pizza ever! P.S. He said make him the logo!,food
V3Ukh-72O2DXTxl-fBi8wg,iwmW2mgcn2YdirXUHCsgXQ,,inside
2Vc7cXqaQDetCG_xh2zkzw,UjFLIhKTOiFcQiziOA9rgA,,outside
tpF8LkGvHanw9qL9kPMksg,O1Cw2yzf4bCuKjbVTljqUQ,Crab cake and filet benedicts,food
lOf8bwwCXQSI94o7Fwt1Wg,I8lz3u94Y-dWft5fVN3IIA,Frittata,food
7CaPfnxCvqimjyJG0G3g1w,__Dbc84VjNmVLNgyTUP4iw,,inside
mLkuisHpUS2cOTwwvzN5cA,c0eRjo4okGY_ppuwTjNYzQ,,inside
TqfpSQkgb0OqmAgQG9PiyQ,E68DEJ80TRpOyfrv2WNQlQ,Bang Bang Shrimp,food
Oc3Let8knkCuQb5duMCJmA,H41S-qS3NOUJSbIqWTuyIA,View from paddle wheel,outside
NgP0Z_Md3bj8ZXkE1mSTJg,VaO-VW3e1kARkU9bP1E7Fw,,food
zRD6BV6yAkqSCGZ7oDgneQ,p1IBOteFb67rlPjDFWzvkQ,Filippo's Seafood Focaccia,food
GWLZz0ihqLV5ic94lFD79g,tthy48ZIX_wfY8Dy0Dvg6w,,outside
mgyxIdjxE8lC67X9_2TX-A,XvV9B9Y4YfVVehSVkX6Ulg,,food
uun4tXnBdQLZihPvo3lDLg,tbnajfmD2VlxDQ2RmaC7yQ,,inside
6vvAjFQnQ0ktQpclQOZhSg,qY4YoWlEn8zB1Ho-DOTQVw,Entrance,outside
Ya10k266VyMYfkS0MC36Eg,OVbuOxR3zXExZCKLXewaVg,"Happy Hour 4:30-6:30 daily, and late night",drink
eLYdYoP9DBq_jFtcqHhbQw,gSj1MMZGIVbx6tNRRUoYxw,,outside
GwfvMHunLZf6PmidNh3uDA,5Y7cqSgUSfLwn7ulBeO_sA,,drink
jihka89bYkFqae8m1Jq0Iw,DcBLYSvOuWcNReolRVr12A,Bruh OYSTERS (FTW) *3/2/2020,food
WAiAXkkx2w8auV2QsW7hww,gltppHhVxJN9ETmQM6BFxg,super friendly worker being silly,food
ZrS832Sq-av2AiZUUA-BUg,qcn10016DUkbgCbQi9L1WA,,food
s8BIiQXarcnYHKt48PPICg,bZ2mNCf64JlX-_U5eDOcQg,,food
A2CYG_02g1EcUh2b7T7VRA,6Z89Ixagyc0mrVnyZHiIVw,Sautéed Crab Cakes,food
2SziAcAEhq7NnlvmIkq8PQ,k1XGvBoPAXdPoGC2W-f2aA,We welcome the public at our retail store in Santa Barbara. Don't forget to bring the kids!,inside
LM2f45aKcYZnNf8Is2NhnA,x8AQIEjSqsW0z4vRyBetbw,MALA Hot chicken BAO,food
Rh_oozVaJoI7oEHBne5iAw,TUtf4FLtotdQDleYpRIfnw,,food
G12QrTW_2z4nGKo48lejtA,CQD7-sfUiADa6KyTYJT2NQ,Gôi Cuon Chay - Vegetable Summer Roll,food
Rb8X_0mCsBgzvkgqvWwh7A,Ju25XEGy_NWi9heJX3FuZw,,food
_WHa-QhPyPJSjKefKok9Bg,A0DYN5wxygYnX_sL3HygvA,My fiancé in his natural habitat enjoying a Nola balcony,outside
xCZkEE0qYuME_iaI8FXFpg,1-ACR3Vq9x5Mb-pLqRZjPg,It's definitely s cute local pizza place with a good amount of seating.,inside
WqqfflLR2ETLgfCG0xNdCw,vP_Rkh68ohANnCL-nXED6Q,Duck fat fries. We already murdered it by the time I shot this. Bbq & aioli sauces were delights,food
9zF25GdU1jl3fgwumd6KZg,Z2gGsSqf9KknTvMGp1yByw,Chipotle Mango Chicken,food
fwKEH0a856rtoSTUKLLg6g,tfnxPh4AFBU1QmbDO9eRRA,,food
DE5gXIX9Xj3ofkBpmIb9Ww,2gDkEvBPkl-ATS_eqaMvxQ,"Ciao Sandro - and I understand his sister-in-law, Carlo's wife, did the painting behind him as well as all decorations",inside
2MG6tJMtDDWqJMwvRjKiqA,asz2Bsfk5vIn6Hh4K4BQeQ,,food
VufTSbBcRX0h-2ID3nNpRw,oqP1oQEycpp4J6u5YebRoQ,chicken Cobb salad- gluten free,food
WutRPPFc5ToOC3F6jioW9Q,AmI3LIUNwsi4023hOVGu3w,,outside
WMvEQIfbdPVEQMBKsnLXGg,0oSSjekU-3GR8gselReWnA,The famous and most delicious Stuffed Hash Brown,food
BWYYiLCEo137ievwrXl1Ug,F2C5ENuY8CXfgoW-gAMdDA,,inside
FPgu5c4vV0LjVGzDf--XVA,U3grYFIeu6RgAAQgdriHww,,food
dD1Y6y0eOjFw1ol79W20rw,2R3VHZy6yys7iS8SuSMbbQ,Whole Order Pretzels,food
SkLBHAKEzOfmt8wFKPZGsQ,-WXmyccE1YUqO3mA3Uu1Xw,,inside
wfJdVNc95MwoUTZvZ09I8w,N17pdux3YwNgeXHZEXppBA,Store Front,outside
spE-tbm_NsyhWpKeSu61Gw,HuawlT4tXzCXL8ftyvCZ0Q,Event photography with fun!,outside
bIaW-qOm7LgS1DA41_aokQ,zWkabha6AGOGGIcKMqACXg,,inside
RokTdmNv5OlNHe-aQYh-Cg,oqP1oQEycpp4J6u5YebRoQ,,food
Kl8D-uUK9Z3ZZnupyDPD-Q,yPxNNSmPHKO3m_kq53D4Jg,Medio heirloom apple and avocado!,food
Kzkd1GiT9xcgTVklInc8pA,n8yGo_YJneGjOWQHNHLj8Q,,inside
zYrwdWe5eFhUMJ-5FLsAaQ,qKg3Vu-be1PExiSOX6pTqg,,food
C5mV7zOS4fheKvyIrlOdbQ,6TUOsIU1vNNQcoauKrZFCw,Upstairs eating,inside
5w_f2Hzzf2W5saJHet3Lpw,n8yGo_YJneGjOWQHNHLj8Q,So many colorful bowls!,inside
yrRkHP6Nc6oJ-IhMT5zxxQ,CG1Bb2MTraJYTHCPFm72XA,,food
rQYaFgyVeIw9d_Rp6GpEIg,no8Sj8Eflgka2LFdrYFG_Q,,food
4bBwLVRcVWHswAImTn_prw,C9UylQTOh7uwZo4a7QhLyg,,food
Bl7Ilg6FNb12XLVX6wJBLg,NA9hS90505DKvPdRVTGPpA,We are at the restaurant next door!,inside
TlfNRtm74IRRWz5YCvXZng,I30Nq1Y8MKcFmQNeYST36Q,,food
6yx8N3E05k9s_48hRSHL7w,9xdXS7jtWjCVzL4_oPGv9A,,food
w_rWcQ_yTKvCPQWG7l_w7w,IVfXcPEwLbZFL3B-2U0Btg,,inside
vx5VRVU3Xs9hLg3ZP_xLmw,BVv3JFBNRQW3pX9cTZizkQ,"All you can eat crawfish, large shrimp boil $19.99  tonight",food
2nGakCA-cdJ6Y69-hM8nAA,08kVZ7eYC9NGn6njjsRkQA,Cheng Duck Dumpling... good but was lukewarm,food
IRxbx5BooAhhUlqvLGesKw,yuIhKvOjgDbYCkgw-j55sA,,food
DLOQCke1IcqwOEpej_y5QQ,0wZJkj-OnZ7Pmublspl7tA,The bourbon!,food
xpJbtYRZpyuEKfdImtKmVQ,ncuEphnQYscOB_KyUUsKfg,,food
1orUNc6efKl_k0Z_p9VY-Q,GBTPC53ZrG1ZBY3DT8Mbcw,Amazing sampler,food
z6wns_GKQxSg0SIA0qJT9A,h6v5Tgs6Wa97_XoureEkGw,"Italian Margarita made with Jose Cuervo Especial Silver tequila, triple sec and amaretto.",drink
sjCwjfVlAd99f3wKO1d-Vw,vXb4OWsjPoiBtmarfexj-g,Creme brûlée French Toast,food
tP-nP5e8v4QCwl_S8psFQA,ckUXjKaqb60XOMTB-EUwbQ,View from my table,inside
g0OElJqipHNHJce-h66lYg,4rx7EOriroZ-tN_7w7yBWg,Cali,food
w_brRocZ-PGGxcMBt2_bcQ,A4-2jEraYJ2w2grn_uXlHw,Classic cocktails are on point.,drink
9blZXc--OsCFb2CO5HTlzQ,sy7ADvpBA7SfHwbY-Y_5gw,Valanni,outside
stMG8Y05mSHXh9j2PCXSuA,DdXHwMvFa_vlWwOfgxUNVA,,food
2KDxg08Ks70h6UABAA2y1g,9CRWWbw3iOo4-9FMAO6nKw,,drink
uLkaEv8nPbo19WELF9LT0w,k1-3XZUKemdtDPeej9KI7A,This view is magnificent.,inside
_hJndwm5Lfr_RaaccDHW7g,EtKSTHV5Qx_Q7Aur9o4kQQ,,food
rEFSAcoDKzUP4nEP9PYggw,1Vo4BLw75ntATAJHYsxO3g,Post sunset. Beautiful.,outside
Y2-I_L5Aq0H_Lh9Bjekn2w,N8vvl_dRa0R9ooJqWFJ4GQ,,food
UhLRvjI9xQrSFcG_Ns6kRg,-4mDMBfT6N0d-VIUTKVaLg,,outside
HQK58lNLVv0xqSLlsYeLqA,zYyVEC0IF86xSHF3GFmvkg,,food
hCP5Ujx6DvBFmKftq2NHcA,0o8k654DD4h8ywBOXP1GRA,,food
bRmZxxZjTqUkJ96MArZsnA,3Ce8r1K1O-2JKSMXdXID-w,,food
fGxZWUgAxG0cNaWqAMmLQQ,oVfTDLW0bg4VMXlSI-tpTA,St Louis ribs,food
2loZVsZ1BfInzmdG6ZhGGg,PP3BBaVxZLcJU54uP_wL6Q,,outside
HocPb_FsLa-o8VilW1W7dg,nSHq493WltUlr9cFfS-YJQ,"Acadian pearl oysters with pickled local rhubarb, 6 for $18, 12 for $34",food
1lQ_qjb6gmyzep1zF9hu4Q,BtI1DC4SV1PxfPKNs2utnw,,outside
haZJkh7TNkiqFix6sUWwAQ,EsV50Yt0y2y5PDYfTzmGCA,Strawberry Mango Pop,food
5Q76GBcphK3YAMEBqOp1jw,69MquJNC3BpgOZvHtutZ-w,Interior (much larger than shown),inside
oo7z_gEYdCGZpHIweAWTgg,bLJP0fVgscuUQy0hE_CRXA,,inside
7I5ut8Yahawhku50YyC8_g,lU3elCfnhoOAhkR6FewPSA,,inside
8HhIHRNBtcgldwtPidEHmg,nRBYoJP0ergYGJAsfES0OA,,food
hAJKySuiYDtrJnb_2AgGeg,L_spYpnf75W6mQcIY-6OBA,,food
jW1S7t6_F0-JIGbBUK_bnQ,0-JRAY0LpBazDuA9761U5w,Molla Nera Pizza,food
N-TnzLEgcMVBSJzlNWmjpw,glMJCRj6IglVf62LRzVofQ,,drink
t8QakaR_K-hmf0eNE2ICwA,8ObCdQQ3mHwDsSsk75Z2lA,,food
7n7wvdJQvdGDUrBSSd-g-Q,jF9F8YegOx_VMyrc9GN3xw,,food
r2kvEjtp-JGBnyOKXO8Mtw,g-YOzV9YIPmo6vZBHQuuUg,,food
KYmtzNXnMZhZipyqPbroAQ,ZMQsdYyB5NCBhwSrtBXiHg,,drink
PCfdK1adyl3QhkRj_YL8zg,2OXCAbz3x_MrQSYj1zarIA,My spot at the bar,drink
HgD54e7ZPdIMKPc8lgNKoQ,_URkHAPjQj2mNV2ltL0LZQ,"Island Tiki: Captain Morgan, Malibu rums, tropical mango purée, pineapple juice, sweet & sour and blue curaço.",drink
S9XSwBPUleUBsFUQJL9HSQ,Kg4Yx0vIsnYs1XPcX9kB9g,,food
gypgrMMC9-XoWUbta4LA9A,1ymFs_vuos2IsTvWAvQv5Q,Strawberry cupcake with butter pecan ice cream,food
LmVhzKKwHbJO2N9U5j9C5w,I8lz3u94Y-dWft5fVN3IIA,Hotel Lobby,inside
r3Lsk0ycmACbB1DVbH3UIA,v17tgCRjuPQiFOq4uvEI-w,Dining room,inside
0YFqUfescuH9Kne66rLDNg,DnuRO4i1yI5REm5v1pUxWQ,,food
NTgYpe6QcPQON-i-Yy_qtQ,SKKiHIOPKD3wdf0heTBfZw,The menu board.,inside
pqphMxfmZROtLDpUYoMWYA,4fUok5d5vgdQEb1Bzzg0rA,"Sicilian Cheesecake, ricotta cheesecake with shortbread cookie crust, topped with seasonal strawberry sauce.",food
HpQXWuclvV1k8V1IZ-7big,uN-PS2uudYgTCG9PDGhwmw,View from outside,outside
uTNRyB49aRFCM3_F8dFxHA,mzFIAmpX1Ef83Djqs19vZQ,Fresh platters. Eye catching and a head turner! Email us for more details info@papermillfoods.com,food
W6z2bIrwNtLy6RyyJUeVSQ,q6hWVlVeiCgMgM22wt1wfw,BOUT TO CHOW DOWN!!!,food
8HrZvL2062paMqTINisC3Q,kzHH50fET6e5nVqk8IIl5Q,,food
lwg4v8u8lK782FLK80X0aA,v45E6gg6MrAziTepkiWByA,Candles and fresh flowers on each table.,drink
aTVGZbKqpZcUKMb9UKcnWQ,JeSIzQ1MbaYGMrGDtEAutQ,"Nicey Pie. Ice box pies. Peanut butter, key lime, toasted coconut.",food
E5cQW3LYmsATAMzIj2rlZg,hGb-yA-llJ7hnw9NyzE52A,,food
0XPrn0SX23dQvAfi7-xUDQ,CYSPKiVdoPX3erovujnE9Q,,inside
ue8PzLPQrRR3OTIxJeo_zg,bnncAgEQfVe9-qIRzcJyCQ,,inside
AMpiQ_loBF-AAbTA208LuA,Y-JwO5yETnBEAXchodyMhw,Sweet potato hash,food
4akcpRjiGSoo1DxzZ5wimw,WaiWU5UbTsvfkYMHI5i5_A,,inside
pxOMcQzpjXQxOZ7hc4OsYw,poviu-6n3iaRE4gdQz6OYw,Are they real? Or are they on the wall?,food
DED4hIeT8RjvLf_OAMxHdQ,YN4Kk751tmdvoarGo8z7_A,,food
UKKJvDvu1FVceS55IYNatQ,JSBN7e31b_K0aIg0BTjNdg,,inside
kaf_12jjCeLy_i89wQHvgQ,4_VDvhKpKSsj7jZYdocZYA,Risotto Al Frutti Di Mare,food
SuvAku6nUHnEB4--RJqOAQ,BgQOm2TuoF1UmD4e7BOUjA,,outside
kl6rhfF9TaJpZ-YkM4mtwQ,9sXtkZy1IumKBl31eM8Ijw,,food
UiUp8CEofPtCPq3fsWpgVQ,BQv7ntaOxs80FJAji2U9pg,view from the bar,inside
AkhAmVohtB29w04WQmypmg,o5UrUOKcmj5GFXmB6Osb6w,,inside
2fSz3KrA7GkQGLfzi-NcNA,oM9ZFIgO88Hu0ppDZPjuwg,,drink
k2zTup78_u6GeWCxp92oXw,mV12ZKWE2WuYy0Mq3irzYA,,food
uTXVThN10m8RsyUZfreT2Q,RRGLss4hhvZZuR0N6GQlSw,House made cookie sundae.,food
